video_id,thumbnail_text,note
GR5uOtOtQ20,ボロ服の同級生に手作りおにぎりをあげたギャル →10年後、クビ寸前の窮地に黒服の男性が現れて…,gemini_ocr
GU7uy8I-PSk,一刻を争います 「会長、あなたの命狙われています！」 清掃員が伝えた瞬間、手術室に緊急搬送され...,gemini_ocr
GUp7_7RI-Nc,ぼったくりヤクザ「駐車料金30万払え」彼女の一言でヤクザ5人が凍りつく..,gemini_ocr
GW2Kg80MbLo,子供部屋おじさん 42歳の息子 結婚もせず まだ母の家に住んでいます,gemini_ocr
GZwXm4Ce_cc,親が刑務所にいる貧乏女子高生 15年後、出会った男がまさかの…,gemini_ocr
Ga4Squ0r5dE,「中卒はボーナス無しだ」社長の息子に嘲笑された定年社員 「退職します」翌日、会社の売上の9割が消えた…,gemini_ocr
GbJ4uu1Nr0w,「時給１００円でいいので」 廃業寸前の老舗旅館にヨボヨボの老人が雇ってと言うので３０万円で雇ったら…,gemini_ocr
GhjR-EungJ8,創業四十周年 海英,gemini_ocr
GlJLYsEW9kY,ボロ服児童に給食の残りを分けた調理員がクビに 後日、黒塗りの高級車が現れ職員が真っ青に...,gemini_ocr
GlYQsFM4AqA,街中で倒れた老人を助けたら→後日 社長室に呼び出され…老人の正体に驚愕,gemini_ocr
Gm9wXKhEnPE,全員に虐められている貧乏なキャバ嬢 しかし、彼女が完璧なアラビア語を口にすると..,gemini_ocr
GmcFTCLeE6M,「底辺企業に席なんかいらないでしょw」 取引先パーティで嘲笑われた女性 次の瞬間、CEOからの電話で全員蒼白,gemini_ocr
GpIiJUJbodo,"「この歳でパート？旦那がクズだと大変ね」 同窓会で銀行役員婦人に家族を侮辱された私(60歳),一本の電話で彼女は地獄へ落ちた",gemini_ocr
GqwDtdEa1g4,"「見栄張ってるのバレバレですよw」 1億円を下ろそうとして銀行でバカにされたボロ服の私(72歳),1本の電話で全員地獄行き",gemini_ocr
GrdkYqIH1bU,「入っていきな！」 廃業寸前の銭湯にびしょ濡れの母子 「１００円デー」と嘘をついた結果,gemini_ocr
Gs25-L84-O0,人生は七色 母子家庭の極貧少女、大金入りの財布を拾うも持ち主の外国人の元へ、無事に届けた結果…,gemini_ocr
Gx3Llg7DXZ4,全財産120円の入院患者が困っている老婆に自販機でココアをご馳走した結果…,gemini_ocr
GxLAjz3M0ko,猛吹雪で寒さに震える外国人家族 廃業寸前の旅館の若女将が救った結果,gemini_ocr
GyXzLsOds8k,人生は七色 「何なんだあの日本人w」 海外の富裕層が集まる演奏会に現れた500円衣装の少女。しかし、演奏が始まると嘲笑は止み…,gemini_ocr
H-iN56-JKfM,人生変えてみないか？ 余命1年の塾講師が学年ビリの高校生に教えたら東京大学合格！なぜ彼は少女に命を捧げたのか？,gemini_ocr
H2QBT8cq5vs,たった500円の奇跡 人生を変えた善意,gemini_ocr
H2fqHLxyzYU,「貧乏人は消えろw」1000円でバカにされたお爺さん 直後、支店長が走ってきて土下座、行員全員が凍り付いた…,gemini_ocr
H3qTtT0FjCk,「ママのお店が潰されたの…」ヤクザに法外なみかじめ料を請求され倒産した弁当屋の少女「任せろ」激怒した常連客の正体は関東最大のヤクザ組長だった,gemini_ocr
H77x0TriVV8,フリーターで貧乏の俺がホームレスの女子高生に全財産の千円を渡した結果,gemini_ocr
H7bZp5QY_5o,総集編 「下がってろ」高級ホテル厨房で嘲笑されたおばあさん 100人のシェフが失敗した一品を、一口で再現すると——,gemini_ocr
H8qm3r65tHg,「この子に1個だけもらえませんか・・」ボロボロの母娘を住み込みで雇った結果,gemini_ocr
H9HKR6cxDcs,「お引き取りください」高級デパートで追い返された老夫婦だが外商担当が「最初の会員です」と叫んだ瞬間—,gemini_ocr
HAk65zf333w,「私の父は頭取よ？あなたは？w」エリート銀行員に見下された女性清掃員「父を紹介します」支店が閉鎖に…,gemini_ocr
HCrSgMbhPec,「貧乏人と遊んじゃダメってママが」父子家庭を見下すボスママ→授業参観で父「旦那さんの給料安くてすみません」「え…社長？」,gemini_ocr
HE0Onr2HfBY,「親がヤクザは嘘だろw」調子に乗った半グレ 10分後、50人のヤクザと組長に囲まれ..,gemini_ocr
HGtycvoHwv0,お金盗まれたお爺さんに1000円を渡した 親なし貧乏女子高生 翌日、彼女の姿が消え,gemini_ocr
HI59RwlX29s,「そんなボロ証券で」証券会社で嘲笑されたおばあさん だが30分後、「この支店、今日で終わりね」全員が凍りついた——,gemini_ocr
HIxiB3lcoWk,「やれるもんならw」と高級料亭で頭取息子 翌日、ニュースで老夫婦の正体を知り驚愕…,gemini_ocr
HJFpMjc1qfo,高速道路に置き去りにされた私 だが全て想定内、私はスマホを取り出し 奴らの生命線である全ての口座を凍結させた,gemini_ocr
HMBuyYQmLm8,「クビはあなたです」「お前はクビだ！」「お前はクビだ！」と罵倒したパワハラ上司は部下の契約社員から解雇されてしまった,gemini_ocr
HNm99h9VMO0,「たこ焼き1こだけくだしゃい」 5円玉を差し出すボロボロ少女 廃業寸前店主が30個あげた結果・・,gemini_ocr
HO6bX3v6l5A,「中卒のクズは便所掃除なw」 会長の娘と知らず新人を侮辱した部長 翌日、部長の席が消えた…,gemini_ocr
HRHgRH3TmEo,低学歴と見下した新婦がピアノを無茶振り しかし、彼がピアノを弾くと会場全員が驚愕...,gemini_ocr
HSYhqA4HT18,嫁に従うか、家を出るか選べ！ 私は黙って家を出で支払いを止めた 3週間後、息子夫婦の生活は崩壊し泣きついてきた,gemini_ocr
HSn-CYo9unU,人生は七色 脱水症状のホームレスを助けた赤字病院の院長 後日、閉院を決意し、扉を締めようとしたその時…,gemini_ocr
HWT6AYZkf0M,「ママ、あったかいの食べたい」「ごめんね」泣く母見かねた大将が,gemini_ocr
HZGmNoyXpIg,「ガキが翻訳？読んでみろw」 5ヶ国語の詐欺契約書を読んだ直後、会議室が凍りつき…,gemini_ocr
HZvaLbh5Urw,「ただの庭掃除」と軽視されたおじいさん、彼が差し出したの名刺に高級ホテルの支配人が凍りついた,gemini_ocr
H_J_Q5zoq38,人生は七色 「貧乏人は帰れ！」と怒号を浴びせた高級住宅の営業マン 次の瞬間、顔面蒼白で土下座する事態に…,gemini_ocr
Hb2JJ_d2VkY,過労で倒れた兄の女上司がお見舞い 妹をみた瞬間「まさか！あなた達」,gemini_ocr
Hb4lmalPWz8,「農業なんて底辺だろw」 銀行員に陰で嘲笑され解約を勧められた 農家の男性、5秒後、頭取から着信が…,gemini_ocr
HeqPaA-GinU,「地味女に会社は回せないでしょw」 美人エリート社員が一斉退職→社長「どうぞどうぞ」 地味社長が100億の契約を締結した結果,gemini_ocr
Hf0Y3Rsrtnk,「クビになっちゃった」 上司にハメられ不当に解雇された派遣の女性 仲の良い警備員が10年ぶりにヤクザに戻る覚悟した結果,gemini_ocr
HfAdPyngIRE,「母さんの部屋もうないから」 入院中に両親を連れ込み家を奪った 強欲な嫁を地獄に落としてやりました,gemini_ocr
Hqk7vrZfT3Q,おせちを持参したらまさかの侮辱 「あなたは家族じゃない」と門前払いされた母 私は即座に財産を取り戻し、全員を地獄へ落とした,gemini_ocr
Huuy1yu2M3I,結婚記念日に財布を忘れた老夫婦 翌日、解体業者が旅館を壊していた,gemini_ocr
HwbdgYPxgwY,「そんなボロ車で」高級ホテル駐車場で追い返された老夫婦 だが30分後、支配人が凍りついたー,gemini_ocr
Hxqa2lnRSXM,「親呼んでみろw」社長の娘と知らず歓迎会で新人を侮辱する部長 新人「もしもしお父さん、部下が呼んでます」,gemini_ocr
HyBOt4cDi90,「パパの年収180万です」参観日に笑われた娘 父親「ドルだよ」→保護者達「え？」,gemini_ocr
I4ibQ2aP9RE,「そいつに手を出すな！」財布とスマホを落とした男性に全財産渡したら1年後→おじさんがピンチに黒塗りの車で現れて…,gemini_ocr
I51wzKXd_go,初出勤5分で解雇された施設育ちの新人行員 翌日、5500億が消滅し支店長が顔面蒼白に...,gemini_ocr
I6HCB-xFvuI,「俺の父親は社長だぞ？」コネ社員に見下された清掃員 「…わかりました」即電話をかけた結果…,gemini_ocr
IBwlcmsF1Zk,ボロボロの女性を助けると社長令嬢だった 翌日出勤すると、部長から肩を叩かれ「クビか？」と思ったが取引社長が「単刀直入に言うが…」,gemini_ocr
IC5PF95hR5s,人生の温もり 100円で頼んだ「おばあちゃんの入れ歯」 20年後、あの白衣の男が現れた…,gemini_ocr
IFbaMal7t4I,明日廃業の料亭店主が親子に最高 のカニを振舞う 翌日、リムジンが現れ,gemini_ocr
IGdJn5rqC74,孫息子の結婚相手を試すため会長は浮浪者のふりをして高級百貨店に現れた,gemini_ocr
IICIeDga79k,コンビニで財布を失くした外国人にギャルが全額奢り、お風呂と寝床を貸してあげた結果…,gemini_ocr
IJG1jy8DlHs,「お腹いっぱい食べな」温かい料理を泣きながら食べた少女 10年後→廃業危機に美女が現れ…,gemini_ocr
IM8uArOpck0,「たった10円ならいらないでしょw」ボロ通帳をビリビリにされたお婆さん 「では私も捨てます」翌日、10兆円の解約申請で銀行が騒然...,gemini_ocr
ISE7BOCMUdQ,「100円で汁だけもらえませんか」廃業寸前のそば屋店主が助けたら→10年後,gemini_ocr
IWS7f0GRVEw,「邪魔だ!出て行け!」名門病院で罵倒された清掃員、彼が伝説の“神の手”と知らず,gemini_ocr
I_FLM10j9Ng,6年間いじめられ続けた貧乏高校生 卒業式で流された映像に、全員が絶句する…,gemini_ocr
Icf46jEbqu0,「臭いから出ていけ」ファーストクラスで隣の青年実業家に侮辱された老人。だが着陸して2時間後、青年が凍りついたーー,gemini_ocr
Ifcm2QoULqo,「お前、早く辞めたら？w」次期社長の上司に罵倒された派遣OL「じゃあ辞めます」お望み通り辞めた結果…,gemini_ocr
IkYNLq5XTnk,財布を落とした老人にバイト代全額渡した貧乏ギャル 後日、彼女の口座に430万円が振り込まれていて...,gemini_ocr
Imqz-QXiiIM,閉館間際の古美術館、掃除のおばあさんが外国人に見せた一枚の絵に全員が凍りついた,gemini_ocr
IrC-k7G5DqY,「貧乏人が全額出金？どうぞご自由にw」銀行窓口で貧乏女子高生を侮辱した銀行員「…わかりました」5000億円解約した結果…,gemini_ocr
ItetNUZJAIU,ヤクザに全財産を渡した貧乏少女「私のお年玉です」→全組員出動...,gemini_ocr
IxsBLXV0YWo,人生の温もり 500円ラーメンを分けた三つ子 22年後「恩を返しに来ました」,gemini_ocr
J0-XVnE-VVk,夫には高級ステーキ、私には水道水 「他人には金は使わない」と言い放つ嫁に私は仕送りとローン返済を即停止した。その結果…,gemini_ocr
J1wdnLQ0tk0,「親がバカで派遣なのかなw」東大卒社長に侮辱された派遣社員 直後電話すると、社内が地獄絵図に…,gemini_ocr
J2x-qo3JvJk,「高卒独学？使えない」と切り捨てた部長 深夜、システム障害で全員が凍った…,gemini_ocr
J4RuPEle4wI,「諦めてください」高級ホテルで追い返されたおじいさん だが翌日、「諦めるのはそちらです」支配人が凍りついたーー,gemini_ocr
J51p4Q4GYEc,分厚い財布を拾った貧乏中学生 交番へ届けた後日黒塗り高級車が現れると・・,gemini_ocr
J6eSG88QCzc,ヤクザ「みかじめ料300万払え!」私が組長の娘と知った瞬間..,gemini_ocr
J6gFSG0mVeY,「このままじゃお店が…」 DQN客に貸切予約ドタキャンされ嘆く 赤字居酒屋営む母娘 10分後、50人のヤクザを連れた組長が現れ…,gemini_ocr
J99IhXNkwyk,ひき逃げされた老人を助けて面接に遅刻した貧乏就活生→面接室で犯人にバッタリ、その後...,gemini_ocr
JAKG5BJ_spQ,心肺停止の少年100億円を失ったOL 解雇通告の直後 黒塗りの高級車が..,gemini_ocr
JG4In5UgeYU,極寒の夜、財布を拾い届けてくれたアザだらけの少女 お礼に天涯孤独のヤクザがご飯を振る舞った結果,gemini_ocr
JKOPVQhZ_9g,「小銭は迷惑です!」預金を拒否された孫娘 翌朝、5000億を地方の信金に移した結果...,gemini_ocr
JKu2fQrvDAg,「契約は中止です。お帰りください」受付嬢に300億の契約中止を告げられたOL次の瞬間、取引先会長が現れ懲戒解雇に,gemini_ocr
JL1GfTgfT2I,「親がヤクザ？じゃあ今すぐ呼べよww」同窓会で俺をバカにした半グレの同級生 5分後黒塗りの高級車が現れ全員が凍り付いた,gemini_ocr
JLeMz3Jp1p4,人生は七色 老人に飛行機のチケットを譲った日本人女性 超有名楽団の最終選考に大遅刻した結果,gemini_ocr
JLg9MjwPNh0,破産寸前のラーメン屋を繁盛店にした大学生 ある日出勤すると店の前に黒塗りの高級車が...,gemini_ocr
JS0SCTExEHA,"高級寿司店でエリート銀行員にバカにされた老夫婦 翌日、""8000億円""の解約申請で銀行が騒然、全員が凍り付いた…",gemini_ocr
JSLD2KbXQU8,「誰も相手にしてくれ…」 「どうぞこちらへ」 強面の老人に唯一優しい新人看護師 後日、病院に高級車が3台現れ…,gemini_ocr
JTOZip58y_c,「会長ごっこも大概にしてくれんかね？」重役会議室で19歳ギャル会長を嘲笑したエリート役員「…じゃ遠慮なく♪」翌日役員解任した結果w,gemini_ocr
JZUqFFE6bvE,「同じ内容ではありません！」 14歳の清掃員の娘が契約を止めた 大企業の会長と役員が頭を下げた理由 人生の温もり,gemini_ocr
JbNhqrN8hTE,「気の毒ね」名門大学の式で嘲笑されたおばあさん だが海外ゲストが深々と頭を下げた瞬間、全員が言葉を失ったー,gemini_ocr
JepOC4QMsnM,「おねんちゃん、おなかしゅいたね」 大雪の夜、ゴミ捨て場で凍える姉妹 店主がほかほかのおむすびをあげた結果,gemini_ocr
Ji1L6AfPQzE,「クソ底辺会社に金貸す訳ねぇだろw」女トラック運転手を侮辱した銀行員 実は大株主で、8000億売却した結果,gemini_ocr
JjrBnC6UwLg,孤独なヤンキーが孤独な少年にあんパンを食べさせた20年後…,gemini_ocr
Jq1mwsGtaYY,少年「10円で唐揚げ1個だけでも…」大盛り唐揚げ定食をご馳走した結果…,gemini_ocr
Jq977ViZ3yg,「50円で大根だけでも…」 「おでん食べな」全財産50円の少女に廃業寸前の貧乏店主がご馳走したら,gemini_ocr
JzCVZR24zS4,「食っていきな」財布を無くしたヤクザ 翌日、店前に黒塗りの高級車が現れ…,gemini_ocr
K446Wsq6EVM,「皿洗いでも何でもします…」 2日間何も食べていない姉妹にオムライスを振る舞った10年後…,gemini_ocr
K4RgL7phxGo,「小口は後回し」窓口で5時間放置された老人 翌朝、全通帳700億円を解約した結果…,gemini_ocr
K5ajT2A_XyE,「貧乏人は預金しないでw」と同窓会で頭取の娘 俺「もういいか」5000億の口座を解約した結果,gemini_ocr
K5dG3O6DJ9w,倒産寸前の店を経営する老夫婦 その時、貧乏小学5年生が現れ,gemini_ocr
K5iK0Tsef_I,ヨレた礼服で余興の代役となった新郎の父。サックスを構えると皆が笑ったが、一音が響いた瞬間——,gemini_ocr
K76J9FBNGWs,「この数値、おかしすぎます」エレベーターの闇を見抜いた少女 次の瞬間、巨大企業を震撼させた,gemini_ocr
KATNmmvSTxI,「入園式には来ないでくださいね」 にゅうえんしき 私は無言で頷き、その足で役所へ行った そして窓口で息子の戸籍を抹消した,gemini_ocr
KD47pIBlsnA,同窓会で友達をいじめた女は知らなかった 中卒の彼女が旦那のボスだったとは...！,gemini_ocr
KGqEI3wS0dU,大将「貧乏人はお帰りください」夫婦「わかりました」店を出るその時「いえ、あなた方ではありません」,gemini_ocr
KLplz3JUOlE,「場違いな下請けがいるなぁ」経営会議でエリート社員に嘲られた70歳男性 翌日、銀行本部で50億融資解除を告げると,gemini_ocr
KLvwmO1piMM,入社20年目、16年間窓際の平社員だった俺 ある日、美人女上司「あなた一体何者なの？」,gemini_ocr
KMdM00Zludk,「貧乏人のベッドはない、出てけw」 重病の母を追い出した理事長 「…わかりました」全株520億買い占めた結果…,gemini_ocr
KOtT4IVXTXE,ドイツ語通じずエリート部長大ピンチ 窮地を救ったのは高卒と見下された…,gemini_ocr
KQziqUf_TIM,セルフレジでお婆さんを助けた母子家庭女子学生 翌日、病院に現れた人物に院長が真っ青に...,gemini_ocr
KUy3pv7KmXg,「一晩だけここで…」牛小屋で凍える母娘を助けた結果…,gemini_ocr
K_I4dImiKTo,「え、なんで子どもが？」 亡き姉の息子の子供服を買いに来た俺 たまたま元カノと再会した結果…,gemini_ocr
KaUHVPqh4c0,「やれるもんならw」高級料亭で嘲笑された孫娘 翌朝、頭取「10兆円が…消えた!」銀行は大崩壊,gemini_ocr
KdQXTzbckis,SNS「姑さんと同居♡」と嫁 無償で援助してきた私は驚愕「…え？」 翌日、全ての援助を停止。息子夫婦は泣き叫び地獄を見る,gemini_ocr
KeYcAUr8N8o,「貧乏くさい弁当w」300食キャンセルで大爆笑 激怒した常連客の正体は伝説のヤクザ組長だった,gemini_ocr
KjUQBB7XLZQ,「私が握ります」清掃員の老爺が言うと皆が冷笑した しかし、彼の正体に全員が震えた…,gemini_ocr
Kl-2DKsnvPw,「どうせ買えないだろw」嘲笑したディーラー 翌日、100億円で全車両を購入、店長が顔面蒼白に,gemini_ocr
KoZWFGLOHjc,田舎で迷子の外国人を助けた貧しい農家の青年 翌日、人生が激変する1本の電話が届いた,gemini_ocr
Kq2Be3pHPDk,高級寿司屋で障害がある息子が嘲笑される 次の瞬間、大将が「お帰りください」と追い出したのは…,gemini_ocr
Kr2InWOulRE,同窓会で嘲笑するいじめ主犯の社長夫人 翌日、貧乏だった同級生の正体に驚愕,gemini_ocr
KzRnnLWNbpE,「就職決まってないとかマジ底辺w」大学の卒業式で同級生に自慢される私 私「入社式でお待ちしてますね」同級生「え？」,gemini_ocr
Kz_iS0yr0PI,「お代は結構！」財布を忘れた女性客 →後日、一台のタクシーがお店の前に現れ…,gemini_ocr
L-oTP4lm9SY,極貧の中卒フリーターが妊婦さんを助けたら後日、スーツの老人が現れて…「君はまさか」,gemini_ocr
L2bBtbVNx4Q,「中卒は仕事できないからクビ」 凄腕エンジニアに知らず派遣社員を侮辱した部長 「...わかりました」速帰宅した結果,gemini_ocr
L3Kd2oGU_9Q,5歳少女の里親になった元極道の男 17年後、結婚式で暴露した秘密とは・・,gemini_ocr
L5VXrtQ0N1k,「おじいちゃんの分だけ…」 祖父の分だけケーキを買うボロ服の少年 ホールケーキを渡した店主→10年後…,gemini_ocr
L7NN_u8KgZE,火事から児童を救い手を失った貧乏女子高生 5年後、面接先の社長「その手、まさか…？」,gemini_ocr
L7ayWs95A3o,会社倒産で無職の俺が女性を助けたら→後日、女性の兄の正体が判明し…,gemini_ocr
LCnY9RmEttQ,「もう関わらないでくれ！」翌朝私が保証人を辞退したら息子の会社は倒産し泣きついてきた,gemini_ocr
LFUm6ddnoLc,生声 実力者と知らず私をクビにした新部長 独立したら取引先が全部ついてきた結果…,gemini_ocr
LGVU9cAZFXg,「お帰りください」旅行代理店で冷遇された老夫婦 だがその10分後、担当者が凍りついたーー,gemini_ocr
LGh0g8-WaU4,寝たふりをして清掃員の娘を試した会長 しかし、彼はすぐ次の瞬間、言葉を失う…,gemini_ocr
LL9xGO300Is,信じた親友にボロ車と嘲笑された貧乏老人 翌日、国宝級の車と知り,gemini_ocr
LMXe3qJwCBQ,アメリカの教師が日本人少女を恥ずかしめるためピアノを弾かせたが、最初の一音が全てを変えた..,gemini_ocr
LN2CGYOjFfw,社長令嬢にバケツの水をこぼした母 後日、社長室に呼び出されると… 「あなただったんですね」「え？」,gemini_ocr
LOUmPt38FTI,大雪の夜、財布を拾ってくれたアザだらけの少女 お礼に温かいご飯をふるまった結果…,gemini_ocr
LQc46B3PWlI,ファーストクラスを追い出されたおばあさん、彼女がスマホで見ていたメールの中身は,gemini_ocr
LSA1k5jYQUs,「ほんと使えないわね！」昔俺を救ってくれた学校一の美女同級生 10年後、社食で怒鳴られる彼女と再会した結果...,gemini_ocr
LUYIHUvNn04,「次の職場って町工場か?ww」横暴上司が派遣を嘲笑→上司「見てみたいものだな」派遣OL「いいですよ」上司「えっ、ここは…」,gemini_ocr
LUneTsKmWG4,亡き娘のためにステージへ上がった極道パパ 5分後、彼が客席に目を向けた次の瞬間…,gemini_ocr
LW9aMcIkbIc,駐車場で不審者扱いされた定年後の技術者。彼のカバンから出てきた紙に、若い警備員が言葉を失った...,gemini_ocr
LfVVtk5IKsk,大学の授業を覗き見する貧相な10歳の少年 みすぼらしい姿の彼が難問の数式をみると…,gemini_ocr
Lh3wfyw4nMs,3億円の取引を捨て女性を助けた営業マン →2年後、「お久しぶりです」実はこの女性…,gemini_ocr
LhTMYwCXY8U,「いつか一緒に食べたいね」ボロ服の母娘 次の瞬間…母が力尽き雪の上に倒れると,gemini_ocr
Llg7TdiliNQ,「3日間、何も食べていなくて…」 3日間何も食べていない女性に赤字続きの弁当屋が弁当を無償で渡した結果…,gemini_ocr
LmBBWynDfDo,入社式に行った娘が坊主で帰宅 組長の父「行くぞ」傘下のヤクザ100人召集し…,gemini_ocr
Lnq0S5iERhs,「お母さんを守って…」7歳の少年がヤクザに助けを求めた 翌日、裁判所の前に10台の黒塗りの高級車が続々止まり…,gemini_ocr
LnwKLSXy4HQ,初出勤3分でクビになった貧乏な新入社員 翌日、10兆円契約が消滅し会社が崩壊…,gemini_ocr
Lu3qqzfLEzc,「ここ、座ってもいいですか」ボロボロ義足の少女を父は涙させた,gemini_ocr
LvAre5aq-V0,「貧乏人の庭は公共のものよw」自宅前に無断駐車を繰り返すボスママ翌朝、30kgのセメントコーンを並べた結果,gemini_ocr
LxgkXPqUiwI,「俺が家族になる」両親を亡くし施設に入れられる少女 差し押さえ寸前のラーメン屋が引き取った結果,gemini_ocr
M3H-VMPuchc,「パンとかえてくだしゃい」 パチンコ玉を差し出す少女にご馳走した結果,gemini_ocr
M60Cb_wA1nk,満員電車で倒れた人を救助→数日後 見知らぬ女性が「ずっと探してました」,gemini_ocr
M8Il9gEbIuw,「発達障害」と親戚に捨てられた7歳の少女 引き取ったらIQ200の天才だった結果…,gemini_ocr
MCwljxAQkiY,「クソギャルが社長？なら辞めさせてみろw」 重役会議で嘲笑された18歳ギャル 「…いいけど」役員解雇した結果…,gemini_ocr
MEkSuyqOLTE,「ママと同じ顔してる..」 おでん屋台に毎日通う8歳の少女 大企業会長が泥水の中で膝をついた,gemini_ocr
MIhiaUIgdQY,お爺さんに弁当をあげた28歳女性 後日、突然現れたのはまさかの…,gemini_ocr
MMQXXJvXOzE,農家の祖父が舞台に上がると皆は笑った しかし、彼がピアノに触れた途端・・,gemini_ocr
MNMDjO8zwoU,廃業寸前の喫茶店に一文無しの凍えた少女 ギャル「あったまっていきな」ご馳走したら…,gemini_ocr
MNz5JpkjNO4,「無能の雑用係」と笑われ続けた地味OL 商談の日、顧客の一言で全員が凍りついた..,gemini_ocr
MPkUdfZ9aKk,「早く乗れ！」凍える母娘を助けた後日、大将にまさかの出来事が…,gemini_ocr
MRL2FmonF-g,人生は七色 「汚い手で触るな！」と罵倒されたホームレス 5分後…事故現場で見せた神技に全員が驚愕,gemini_ocr
MSW-87lJxS4,「100円でケーキ買えますか」ボロボロの少女 廃業寸前ケーキ屋がホールケーキを渡した結果..,gemini_ocr
MU-LxTgeFng,「どうせ底辺企業だろw」同窓会で見下す銀行員 俺「もういいか」→5分後、3000億が消えた…,gemini_ocr
MXZpWauRsU0,ヤクザに絡まれて涙目の女店主 常連の爺さんが正体を現した結果,gemini_ocr
MYGGe3CoN28,「タワマン71階だから格が違うのw」初対面で女性にマウントする保護者「71階なんてないですよ」保護者「え…？」,gemini_ocr
MZfsw_YhYu0,ボロボロの汚いホームレスを助けた女の子 →20年後、借金に困っていると白髪の老人が現れて…,gemini_ocr
M_5ukZD34DQ,「お父さんフリーター？！w」授業参観でゲラゲラ笑う保護者たち 父「あなたのタワマン潰しますね」保護者「え？…」,gemini_ocr
MepMnjJOdXQ,高級ディーラー店で雑な扱いの夫婦 その時、一本の電話が鳴って...,gemini_ocr
Mg8v40M_8vs,深夜の路地裏で倒れるヤクザを助けた貧乏少女 全財産3000円を渡した後日、黒塗りの高級車が現れて…,gemini_ocr
MgtoEOVK_yw,「もう終わりだ…」絶体絶命の危機に陥った板前 5分後、雑用の老婦が腕をまくると…,gemini_ocr
MgyauHmQA-E,「使えねーな」と若手に笑われる50代新人 勤務時間外の職場て衝撃の事実を知る,gemini_ocr
Mh4CtrP-ews,お婆さんに全財産を渡した貧しい少女 翌日、校門に黒塗りのセダンが止まり…,gemini_ocr
MkmuTKI3dVw,「30兆円？頭おかしいのw」田舎育ちの清掃員を侮辱した銀行員 翌日、全額出金で銀行が倒産w,gemini_ocr
MmSZkUwK8jc,肉声朗読・考察付 超貧乏な俺に無断で店のパンを持ってきてくれた 20年後、彼女が最悪の事態に…,gemini_ocr
MoRUsmuC6II,破産寸前で夫の形見のボロ車を売る老婆 嘲笑した定員が幻の車と知り,gemini_ocr
Moq70Q8alOM,倒産寸前の整備士が老婆の車を無料で修理→後日、高級車から老婆が現れ...,gemini_ocr
MpB1Fkcowv0,人生の温もり 屋台の11歳が包丁一本で挑んだ結果 三ツ星シェフが涙で頭を下げた真実とは…,gemini_ocr
MqZmfud_is0,「給料2倍で戻ってやる！」給料2倍で低学歴の上司を見下し屋上に居座ったエリート新人たち 会社「検討します」→1カ月“完全放置”した結果,gemini_ocr
MrCeGUyj6r8,父の手術費300万のため屈辱に耐えるホステス 床を舐めろと言われた瞬間、掃除夫の老人が現れて…,gemini_ocr
MrjV6Uo68ls,中卒の俺を嘲笑したエリート部長夫婦 妻の正体をを知った瞬間、部長夫人「え？」,gemini_ocr
MsXLkOaTwQg,「底辺の親のガキは帰れw」面接で17歳女子高生を嘲笑した役員 母の正体が明かされ 崩れ落ちる,gemini_ocr
MsfnDQ4fw6c,「10円でスープだけでも」 廃業寸前のラーメン屋に 現れたボロボロ姉妹 ヤクザ店主「奢るから食え」大盛りラーメンご馳走した結果,gemini_ocr
MtRLXDk4PDM,人生は七色 「これ食べて」ホームレスにパンをあげた車いすの少年 お礼に老人が足を触った瞬間…奇跡が起きた,gemini_ocr
MvVVSXrVkcg,ボロ服の老夫婦を嘲笑した高級料亭 翌日、1本の電話で店が崩壊寸前に…,gemini_ocr
Mw2O5OeqR1Y,「早く出ていけ」高級焼肉店で冷遇された老夫婦 「この店とは取引終了で」1時間後、支配人が凍りついたーー,gemini_ocr
MztkW4hZZNk,君がなぜ…!? 離婚後7年、僧侶になっていた元妻 衝撃の真実に、財閥の元夫は号泣した,gemini_ocr
N-P_jlikjXg,「旦那はヤクザ幹部よ！」 「俺の妻に何をした！」組長の夫の怒りが爆発 3分後、会場全員が土下座し地獄と化した...,gemini_ocr
N1CqciZOPaw,「私の父は頭取よ？」銀行員に見下された清掃員 「…承知しました」と即電話をかけた結果…,gemini_ocr
N2Y1w3qQPt8,「私の旦那部長よ？」婦人会で嘲笑された妻 5分後、社長「お前は地方へ飛ばす」→部長「え？」,gemini_ocr
N2YbXRxznA0,「お父さんの仕事ゴミ集め？w」ゲラゲラ笑われる少女 卒業式の日の朝、ニュースを見て全員が凍りつく…,gemini_ocr
N2tPOfLw-o0,「クソガキが筆頭株主？じゃあ売ってみろよw」重役会議で女子高生をゴミ扱いした役員「…わかりました」親会社ごと買収した結果…,gemini_ocr
N2urrr-Juqk,「この家から出ていけ！」と叫んだ夫 でも、名義は“全部私のもの”だった 数ヵ月後、借金まみれで泣きついてきた夫と息子,gemini_ocr
N5GVaiL11FU,「組長さん、車の下に盗聴器が」 貧乏な自動車整備士の少年が差し出した一枚のメモ この行動で人生が180°変わる展開に…,gemini_ocr
N7G36eUgIu0,「貧乏業者とは取引終了w」「二度と卸しません」翌日、ライバル高級料亭と契約した結果,gemini_ocr
N9MJPuRLilw,真冬に貧乏な親子が野宿していたので妻を亡くした男が家に泊めた結果..,gemini_ocr
N9oAT8nqPow,少女「10円でお米1粒だけでも…」大盛りおにぎり定食をご馳走した結果…,gemini_ocr
